ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_keywords,rtable_keywords,label,_id
applications of deep learning in stock market prediction: recent progress,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,w jiang,c bravo gonzález-blas; l minnoye; d papasokrati,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"cis-Regulator, topic modeling",0,131
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",topic modeling in management research: rendering new theory from textual data,w yin; j hay; d roth,tr hannigan; rfj haans; k vakili,"Classification, Topic Modelling, Zero-shot text","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,300
no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",e de vries; m schoonvelde; g schumacher,zc lipton,"automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA","Machine larning, Model Interpretability",0,861
calibration: the achilles heel of predictive analytics,text mining in organizational research,ben van calster; david j mcleron,vb kobayashi; st mol; ha berkers,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,326
topic modeling in embedding spaces,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,ab dieng; fjr ruiz; dm blei,c bravo gonzález-blas; l minnoye; d papasokrati,"Embeeding Space, Topic Modeling","cis-Regulator, topic modeling",0,1198
diachronic word embeddings and semantic shifts: a survey,the utility of topic modelling for discourse studies: a critical evaluation,a kutuzov; l øvrelid; t szymanski; e velldal,g brookes; t mcenery,"Word Embedding, Semantic Shift, Topic Modelling ","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",0,499
heterogeneous graph attention networks for semi-supervised short text classification,using social media to mine and analyze public opinion related to covid-19 in china,h linmei; t yang; c shi; h ji; x li,x han; j wang; m zhang; x wang,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,693
"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements","trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",m hossain; m abdel-aty; ma quddus,a abdul; j vermeulen; d wang; by lim,ITS Real-time crash prediction model Design pathway Universal design requirements,Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,963
diachronic word embeddings and semantic shifts: a survey,topic modeling in embedding spaces,a kutuzov; l øvrelid; t szymanski; e velldal,ab dieng; fjr ruiz; dm blei,"Word Embedding, Semantic Shift, Topic Modelling ","Embeeding Space, Topic Modeling",0,495
calibration: the achilles heel of predictive analytics,short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,ben van calster; david j mcleron,t shi; k kang; j choo; ck reddy,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","Topic modeling, short texts, non-negative matrix factorization, word embedding",0,338
"sharp nearby, fuzzy far away: how neural language models use context",textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,u khandelwal; h he; p qi; d jurafsky,m jošt; e köhnen; ab morales-vilches,"Fuzzy, Topic Modelling, Neutral Language Model","textured interfaces, solar cells, advance light management",0,1010
applying lda topic modeling in communication research: toward a valid and reliable methodology,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",d maier; a waldherr; p miltner,d kim; d seo; s cho; p kang,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0,164
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,x zhou; w liang; i kevin; k wang,e park; b chae; j kwon,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","topical structure modeling, topic modeling",0,28
diachronic word embeddings and semantic shifts: a survey,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,a kutuzov; l øvrelid; t szymanski; e velldal,e de vries; m schoonvelde; g schumacher,"Word Embedding, Semantic Shift, Topic Modelling ","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0,516
aspect-aware latent factor model: rating prediction with ratings and reviews,"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",z cheng; y ding; l zhu; m kankanhalli,ih sarker,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems",0,193
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,topic modeling in embedding spaces,q liu; z zheng; j zheng; q chen; g liu; s chen,ab dieng; fjr ruiz; dm blei,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,"Embeeding Space, Topic Modeling",0,661
"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",topic modeling in embedding spaces,h li; j zhu; c ma; j zhang,ab dieng; fjr ruiz; dm blei,"Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision","Embeeding Space, Topic Modeling",0,948
applying lda topic modeling in communication research: toward a valid and reliable methodology,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",d maier; a waldherr; p miltner,zc lipton,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Machine larning, Model Interpretability",0,169
"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",research trends on big data in marketing: a text mining and topic modeling based literature analysis,j treur,a amado; p cortez; p rita; s moro,"Topic modeling, Network-Oriented Modeling, Adaptive Network",Big data Marketing Literature analysis Research trends Text mining,0,820
applying lda topic modeling in communication research: toward a valid and reliable methodology,aspect-aware latent factor model: rating prediction with ratings and reviews,d maier; a waldherr; p miltner,z cheng; y ding; l zhu; m kankanhalli,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",0,173
